id_evento,id_reporte,fecha_evento,tipo_evento,responsable,observacion
EVT-00245-2,NEXO-147-00245,2025-09-11 20:43,Cruce OSINT,director.demo,Evento sintético de seguimiento 2
EVT-00246-1,NEXO-147-00246,2025-12-12 06:03,Registro inicial,operador.demo2,Evento sintético de seguimiento 1
EVT-00246-2,NEXO-147-00246,2025-12-12 14:03,Cruce OSINT,analista.demo1,Evento sintético de seguimiento 2
EVT-00246-3,NEXO-147-00246,2025-12-12 20:03,Actualización de estado,operador.demo2,Evento sintético de seguimiento 3
EVT-00247-1,NEXO-147-00247,2025-04-01 14:59,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 1
EVT-00247-2,NEXO-147-00247,2025-04-01 15:59,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 2
EVT-00247-3,NEXO-147-00247,2025-04-01 20:59,Llamada de verificación,analista.demo1,Evento sintético de seguimiento 3
EVT-00248-1,NEXO-147-00248,2025-04-22 19:40,Llamada de verificación,operador.demo1,Evento sintético de seguimiento 1
EVT-00248-2,NEXO-147-00248,2025-04-23 01:40,Llamada de verificación,operador.demo2,Evento sintético de seguimiento 2
EVT-00249-1,NEXO-147-00249,2026-03-29 19:28,Llamada de verificación,director.demo,Evento sintético de seguimiento 1
EVT-00250-1,NEXO-147-00250,2025-07-02 00:59,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 1
EVT-00250-2,NEXO-147-00250,2025-07-02 12:59,Análisis preliminar,operador.demo2,Evento sintético de seguimiento 2
EVT-00250-3,NEXO-147-00250,2025-07-02 02:59,Registro inicial,operador.demo1,Evento sintético de seguimiento 3
EVT-00251-1,NEXO-147-00251,2026-05-28 07:45,Cruce OSINT,director.demo,Evento sintético de seguimiento 1
EVT-00251-2,NEXO-147-00251,2026-05-28 13:45,Asignación a unidad,operador.demo2,Evento sintético de seguimiento 2
EVT-00251-3,NEXO-147-00251,2026-05-28 17:45,Cruce OSINT,analista.demo2,Evento sintético de seguimiento 3
EVT-00252-1,NEXO-147-00252,2025-06-06 03:01,Asignación a unidad,analista.demo2,Evento sintético de seguimiento 1
EVT-00252-2,NEXO-147-00252,2025-06-06 05:01,Registro inicial,analista.demo2,Evento sintético de seguimiento 2
EVT-00252-3,NEXO-147-00252,2025-06-06 13:01,Asignación a unidad,analista.demo1,Evento sintético de seguimiento 3
EVT-00253-1,NEXO-147-00253,2025-06-05 05:09,Llamada de verificación,operador.demo2,Evento sintético de seguimiento 1
EVT-00253-2,NEXO-147-00253,2025-06-05 10:09,Registro inicial,director.demo,Evento sintético de seguimiento 2
EVT-00253-3,NEXO-147-00253,2025-06-05 09:09,Análisis preliminar,director.demo,Evento sintético de seguimiento 3
EVT-00254-1,NEXO-147-00254,2026-04-11 21:21,Análisis preliminar,analista.demo1,Evento sintético de seguimiento 1
EVT-00254-2,NEXO-147-00254,2026-04-11 23:21,Actualización de estado,analista.demo2,Evento sintético de seguimiento 2
EVT-00255-1,NEXO-147-00255,2026-04-02 21:10,Análisis preliminar,director.demo,Evento sintético de seguimiento 1
EVT-00255-2,NEXO-147-00255,2026-04-03 02:10,Llamada de verificación,operador.demo1,Evento sintético de seguimiento 2
EVT-00256-1,NEXO-147-00256,2025-03-29 22:49,Asignación a unidad,analista.demo1,Evento sintético de seguimiento 1
EVT-00256-2,NEXO-147-00256,2025-03-30 08:49,Análisis preliminar,analista.demo1,Evento sintético de seguimiento 2
EVT-00257-1,NEXO-147-00257,2026-03-13 22:31,Cruce OSINT,director.demo,Evento sintético de seguimiento 1
EVT-00257-2,NEXO-147-00257,2026-03-14 07:31,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 2
EVT-00258-1,NEXO-147-00258,2026-05-09 19:29,Asignación a unidad,director.demo,Evento sintético de seguimiento 1
EVT-00258-2,NEXO-147-00258,2026-05-10 01:29,Llamada de verificación,analista.demo1,Evento sintético de seguimiento 2
EVT-00259-1,NEXO-147-00259,2026-04-24 06:45,Asignación a unidad,operador.demo1,Evento sintético de seguimiento 1
EVT-00260-1,NEXO-147-00260,2025-08-14 18:27,Asignación a unidad,analista.demo2,Evento sintético de seguimiento 1
EVT-00260-2,NEXO-147-00260,2025-08-14 23:27,Llamada de verificación,director.demo,Evento sintético de seguimiento 2
EVT-00260-3,NEXO-147-00260,2025-08-15 00:27,Cruce OSINT,operador.demo1,Evento sintético de seguimiento 3
EVT-00261-1,NEXO-147-00261,2025-01-24 11:35,Análisis preliminar,operador.demo1,Evento sintético de seguimiento 1
EVT-00261-2,NEXO-147-00261,2025-01-24 14:35,Llamada de verificación,operador.demo1,Evento sintético de seguimiento 2
EVT-00261-3,NEXO-147-00261,2025-01-25 07:35,Registro inicial,operador.demo1,Evento sintético de seguimiento 3
EVT-00262-1,NEXO-147-00262,2026-01-01 04:54,Actualización de estado,director.demo,Evento sintético de seguimiento 1
EVT-00263-1,NEXO-147-00263,2025-04-13 19:57,Llamada de verificación,analista.demo1,Evento sintético de seguimiento 1
EVT-00263-2,NEXO-147-00263,2025-04-14 06:57,Cruce OSINT,operador.demo1,Evento sintético de seguimiento 2
EVT-00263-3,NEXO-147-00263,2025-04-14 19:57,Llamada de verificación,analista.demo2,Evento sintético de seguimiento 3
EVT-00264-1,NEXO-147-00264,2026-02-15 08:05,Registro inicial,director.demo,Evento sintético de seguimiento 1
EVT-00264-2,NEXO-147-00264,2026-02-15 09:05,Actualización de estado,operador.demo2,Evento sintético de seguimiento 2
EVT-00264-3,NEXO-147-00264,2026-02-15 14:05,Actualización de estado,analista.demo2,Evento sintético de seguimiento 3
EVT-00265-1,NEXO-147-00265,2026-05-05 21:59,Llamada de verificación,analista.demo2,Evento sintético de seguimiento 1
EVT-00265-2,NEXO-147-00265,2026-05-06 00:59,Análisis preliminar,analista.demo1,Evento sintético de seguimiento 2
EVT-00266-1,NEXO-147-00266,2025-10-15 22:07,Llamada de verificación,director.demo,Evento sintético de seguimiento 1
EVT-00267-1,NEXO-147-00267,2025-02-09 14:46,Actualización de estado,analista.demo1,Evento sintético de seguimiento 1
EVT-00267-2,NEXO-147-00267,2025-02-09 22:46,Registro inicial,director.demo,Evento sintético de seguimiento 2
EVT-00268-1,NEXO-147-00268,2025-08-08 00:52,Actualización de estado,operador.demo2,Evento sintético de seguimiento 1
EVT-00268-2,NEXO-147-00268,2025-08-08 09:52,Registro inicial,analista.demo1,Evento sintético de seguimiento 2
EVT-00269-1,NEXO-147-00269,2026-05-25 09:59,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 1
EVT-00269-2,NEXO-147-00269,2026-05-25 20:59,Cruce OSINT,analista.demo1,Evento sintético de seguimiento 2
EVT-00269-3,NEXO-147-00269,2026-05-26 05:59,Llamada de verificación,analista.demo1,Evento sintético de seguimiento 3
EVT-00270-1,NEXO-147-00270,2025-06-06 12:20,Llamada de verificación,operador.demo2,Evento sintético de seguimiento 1
EVT-00270-2,NEXO-147-00270,2025-06-06 23:20,Actualización de estado,operador.demo1,Evento sintético de seguimiento 2
EVT-00271-1,NEXO-147-00271,2026-05-21 18:52,Análisis preliminar,operador.demo2,Evento sintético de seguimiento 1
EVT-00271-2,NEXO-147-00271,2026-05-21 21:52,Cruce OSINT,analista.demo1,Evento sintético de seguimiento 2
EVT-00272-1,NEXO-147-00272,2026-03-08 18:04,Asignación a unidad,analista.demo1,Evento sintético de seguimiento 1
EVT-00272-2,NEXO-147-00272,2026-03-09 04:04,Registro inicial,director.demo,Evento sintético de seguimiento 2
EVT-00273-1,NEXO-147-00273,2025-01-25 23:16,Asignación a unidad,operador.demo1,Evento sintético de seguimiento 1
EVT-00273-2,NEXO-147-00273,2025-01-26 02:16,Actualización de estado,operador.demo1,Evento sintético de seguimiento 2
EVT-00273-3,NEXO-147-00273,2025-01-26 07:16,Actualización de estado,analista.demo1,Evento sintético de seguimiento 3
EVT-00274-1,NEXO-147-00274,2026-05-30 20:02,Análisis preliminar,analista.demo1,Evento sintético de seguimiento 1
EVT-00274-2,NEXO-147-00274,2026-05-31 05:02,Análisis preliminar,director.demo,Evento sintético de seguimiento 2
EVT-00275-1,NEXO-147-00275,2025-07-21 16:53,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 1
EVT-00275-2,NEXO-147-00275,2025-07-22 00:53,Asignación a unidad,operador.demo2,Evento sintético de seguimiento 2
EVT-00276-1,NEXO-147-00276,2026-01-18 06:31,Cruce OSINT,operador.demo1,Evento sintético de seguimiento 1
EVT-00276-2,NEXO-147-00276,2026-01-18 07:31,Asignación a unidad,director.demo,Evento sintético de seguimiento 2
EVT-00277-1,NEXO-147-00277,2025-03-26 21:58,Cruce OSINT,director.demo,Evento sintético de seguimiento 1
EVT-00278-1,NEXO-147-00278,2025-06-07 19:13,Llamada de verificación,operador.demo1,Evento sintético de seguimiento 1
EVT-00278-2,NEXO-147-00278,2025-06-07 21:13,Actualización de estado,analista.demo1,Evento sintético de seguimiento 2
EVT-00278-3,NEXO-147-00278,2025-06-08 09:13,Cruce OSINT,analista.demo2,Evento sintético de seguimiento 3
EVT-00279-1,NEXO-147-00279,2025-10-11 12:24,Cruce OSINT,analista.demo1,Evento sintético de seguimiento 1
EVT-00279-2,NEXO-147-00279,2025-10-11 13:24,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 2
EVT-00279-3,NEXO-147-00279,2025-10-12 08:24,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 3
EVT-00280-1,NEXO-147-00280,2025-04-09 19:32,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 1
EVT-00280-2,NEXO-147-00280,2025-04-10 00:32,Registro inicial,operador.demo2,Evento sintético de seguimiento 2
EVT-00281-1,NEXO-147-00281,2025-06-13 16:15,Cruce OSINT,analista.demo1,Evento sintético de seguimiento 1
EVT-00281-2,NEXO-147-00281,2025-06-14 00:15,Cruce OSINT,director.demo,Evento sintético de seguimiento 2
EVT-00281-3,NEXO-147-00281,2025-06-14 10:15,Registro inicial,director.demo,Evento sintético de seguimiento 3
EVT-00282-1,NEXO-147-00282,2026-04-17 18:48,Análisis preliminar,director.demo,Evento sintético de seguimiento 1
EVT-00283-1,NEXO-147-00283,2026-05-05 23:11,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 1
EVT-00284-1,NEXO-147-00284,2025-07-27 08:29,Llamada de verificación,analista.demo1,Evento sintético de seguimiento 1
EVT-00284-2,NEXO-147-00284,2025-07-27 15:29,Actualización de estado,operador.demo1,Evento sintético de seguimiento 2
EVT-00285-1,NEXO-147-00285,2025-04-20 14:44,Cruce OSINT,director.demo,Evento sintético de seguimiento 1
EVT-00285-2,NEXO-147-00285,2025-04-20 22:44,Asignación a unidad,operador.demo1,Evento sintético de seguimiento 2
EVT-00285-3,NEXO-147-00285,2025-04-20 22:44,Análisis preliminar,director.demo,Evento sintético de seguimiento 3
EVT-00286-1,NEXO-147-00286,2026-02-23 12:14,Asignación a unidad,analista.demo1,Evento sintético de seguimiento 1
EVT-00287-1,NEXO-147-00287,2026-04-10 22:49,Actualización de estado,analista.demo2,Evento sintético de seguimiento 1
EVT-00287-2,NEXO-147-00287,2026-04-11 10:49,Cruce OSINT,analista.demo2,Evento sintético de seguimiento 2
EVT-00287-3,NEXO-147-00287,2026-04-11 10:49,Actualización de estado,analista.demo2,Evento sintético de seguimiento 3
EVT-00288-1,NEXO-147-00288,2026-03-11 09:05,Asignación a unidad,director.demo,Evento sintético de seguimiento 1
EVT-00289-1,NEXO-147-00289,2026-04-05 16:43,Cruce OSINT,analista.demo2,Evento sintético de seguimiento 1
EVT-00289-2,NEXO-147-00289,2026-04-05 23:43,Registro inicial,analista.demo1,Evento sintético de seguimiento 2
EVT-00289-3,NEXO-147-00289,2026-04-05 22:43,Registro inicial,analista.demo2,Evento sintético de seguimiento 3
EVT-00290-1,NEXO-147-00290,2026-03-06 23:10,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 1
EVT-00290-2,NEXO-147-00290,2026-03-07 02:10,Asignación a unidad,analista.demo1,Evento sintético de seguimiento 2
EVT-00291-1,NEXO-147-00291,2026-03-20 21:44,Actualización de estado,analista.demo1,Evento sintético de seguimiento 1
EVT-00292-1,NEXO-147-00292,2025-01-28 10:22,Asignación a unidad,operador.demo1,Evento sintético de seguimiento 1
EVT-00292-2,NEXO-147-00292,2025-01-28 21:22,Llamada de verificación,director.demo,Evento sintético de seguimiento 2
EVT-00293-1,NEXO-147-00293,2025-10-18 08:48,Llamada de verificación,operador.demo2,Evento sintético de seguimiento 1
EVT-00294-1,NEXO-147-00294,2026-04-17 08:52,Registro inicial,director.demo,Evento sintético de seguimiento 1
EVT-00294-2,NEXO-147-00294,2026-04-17 10:52,Asignación a unidad,analista.demo1,Evento sintético de seguimiento 2
EVT-00295-1,NEXO-147-00295,2025-03-09 18:42,Asignación a unidad,director.demo,Evento sintético de seguimiento 1
EVT-00295-2,NEXO-147-00295,2025-03-10 03:42,Llamada de verificación,operador.demo1,Evento sintético de seguimiento 2
EVT-00296-1,NEXO-147-00296,2026-05-25 21:02,Cruce OSINT,operador.demo1,Evento sintético de seguimiento 1
EVT-00296-2,NEXO-147-00296,2026-05-26 06:02,Análisis preliminar,operador.demo1,Evento sintético de seguimiento 2
EVT-00297-1,NEXO-147-00297,2026-03-03 07:11,Actualización de estado,operador.demo2,Evento sintético de seguimiento 1
EVT-00298-1,NEXO-147-00298,2026-04-30 12:53,Registro inicial,operador.demo1,Evento sintético de seguimiento 1
EVT-00299-1,NEXO-147-00299,2025-02-28 05:36,Asignación a unidad,director.demo,Evento sintético de seguimiento 1
EVT-00299-2,NEXO-147-00299,2025-02-28 06:36,Análisis preliminar,director.demo,Evento sintético de seguimiento 2
EVT-00299-3,NEXO-147-00299,2025-02-28 09:36,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 3
EVT-00300-1,NEXO-147-00300,2025-08-05 15:59,Asignación a unidad,director.demo,Evento sintético de seguimiento 1
EVT-00301-1,NEXO-147-00301,2026-03-11 07:36,Cruce OSINT,analista.demo2,Evento sintético de seguimiento 1
EVT-00301-2,NEXO-147-00301,2026-03-11 14:36,Actualización de estado,director.demo,Evento sintético de seguimiento 2
EVT-00301-3,NEXO-147-00301,2026-03-12 07:36,Llamada de verificación,operador.demo2,Evento sintético de seguimiento 3
EVT-00302-1,NEXO-147-00302,2025-01-29 12:05,Llamada de verificación,director.demo,Evento sintético de seguimiento 1
EVT-00302-2,NEXO-147-00302,2025-01-29 22:05,Actualización de estado,analista.demo2,Evento sintético de seguimiento 2
EVT-00303-1,NEXO-147-00303,2026-03-06 19:31,Actualización de estado,director.demo,Evento sintético de seguimiento 1
EVT-00303-2,NEXO-147-00303,2026-03-06 21:31,Actualización de estado,director.demo,Evento sintético de seguimiento 2
EVT-00304-1,NEXO-147-00304,2026-04-03 05:30,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 1
EVT-00304-2,NEXO-147-00304,2026-04-03 12:30,Llamada de verificación,operador.demo2,Evento sintético de seguimiento 2
EVT-00304-3,NEXO-147-00304,2026-04-03 09:30,Asignación a unidad,operador.demo2,Evento sintético de seguimiento 3
EVT-00305-1,NEXO-147-00305,2025-09-07 15:09,Asignación a unidad,director.demo,Evento sintético de seguimiento 1
EVT-00306-1,NEXO-147-00306,2026-03-26 11:42,Análisis preliminar,director.demo,Evento sintético de seguimiento 1
EVT-00306-2,NEXO-147-00306,2026-03-26 17:42,Actualización de estado,operador.demo2,Evento sintético de seguimiento 2
EVT-00306-3,NEXO-147-00306,2026-03-26 23:42,Registro inicial,operador.demo2,Evento sintético de seguimiento 3
EVT-00307-1,NEXO-147-00307,2026-03-25 22:18,Análisis preliminar,operador.demo1,Evento sintético de seguimiento 1
EVT-00307-2,NEXO-147-00307,2026-03-26 07:18,Análisis preliminar,analista.demo1,Evento sintético de seguimiento 2
EVT-00308-1,NEXO-147-00308,2025-09-13 22:22,Cruce OSINT,director.demo,Evento sintético de seguimiento 1
EVT-00309-1,NEXO-147-00309,2025-11-25 11:44,Cruce OSINT,director.demo,Evento sintético de seguimiento 1
EVT-00309-2,NEXO-147-00309,2025-11-25 22:44,Asignación a unidad,operador.demo2,Evento sintético de seguimiento 2
EVT-00309-3,NEXO-147-00309,2025-11-26 09:44,Registro inicial,analista.demo2,Evento sintético de seguimiento 3
EVT-00310-1,NEXO-147-00310,2025-02-01 18:35,Análisis preliminar,operador.demo2,Evento sintético de seguimiento 1
EVT-00310-2,NEXO-147-00310,2025-02-01 20:35,Asignación a unidad,analista.demo2,Evento sintético de seguimiento 2
EVT-00310-3,NEXO-147-00310,2025-02-02 06:35,Llamada de verificación,operador.demo1,Evento sintético de seguimiento 3
EVT-00311-1,NEXO-147-00311,2025-03-26 11:30,Registro inicial,director.demo,Evento sintético de seguimiento 1
EVT-00312-1,NEXO-147-00312,2025-06-13 16:26,Actualización de estado,analista.demo2,Evento sintético de seguimiento 1
EVT-00313-1,NEXO-147-00313,2026-04-14 15:35,Análisis preliminar,operador.demo2,Evento sintético de seguimiento 1
EVT-00313-2,NEXO-147-00313,2026-04-15 03:35,Llamada de verificación,operador.demo1,Evento sintético de seguimiento 2
EVT-00313-3,NEXO-147-00313,2026-04-15 05:35,Llamada de verificación,analista.demo1,Evento sintético de seguimiento 3
EVT-00314-1,NEXO-147-00314,2026-02-15 07:05,Análisis preliminar,operador.demo2,Evento sintético de seguimiento 1
EVT-00314-2,NEXO-147-00314,2026-02-15 15:05,Análisis preliminar,operador.demo2,Evento sintético de seguimiento 2
EVT-00315-1,NEXO-147-00315,2026-03-21 12:27,Cruce OSINT,operador.demo1,Evento sintético de seguimiento 1
EVT-00315-2,NEXO-147-00315,2026-03-21 22:27,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 2
EVT-00316-1,NEXO-147-00316,2025-10-01 22:16,Registro inicial,operador.demo2,Evento sintético de seguimiento 1
EVT-00316-2,NEXO-147-00316,2025-10-01 23:16,Asignación a unidad,director.demo,Evento sintético de seguimiento 2
EVT-00317-1,NEXO-147-00317,2026-04-01 15:38,Asignación a unidad,analista.demo2,Evento sintético de seguimiento 1
EVT-00317-2,NEXO-147-00317,2026-04-02 03:38,Cruce OSINT,analista.demo1,Evento sintético de seguimiento 2
EVT-00318-1,NEXO-147-00318,2025-09-03 18:21,Cruce OSINT,operador.demo1,Evento sintético de seguimiento 1
EVT-00319-1,NEXO-147-00319,2026-02-21 06:44,Cruce OSINT,operador.demo1,Evento sintético de seguimiento 1
EVT-00319-2,NEXO-147-00319,2026-02-21 10:44,Actualización de estado,operador.demo2,Evento sintético de seguimiento 2
EVT-00320-1,NEXO-147-00320,2025-11-16 19:06,Registro inicial,director.demo,Evento sintético de seguimiento 1
EVT-00320-2,NEXO-147-00320,2025-11-16 21:06,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 2
EVT-00320-3,NEXO-147-00320,2025-11-16 23:06,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 3
EVT-00321-1,NEXO-147-00321,2026-03-19 16:33,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 1
EVT-00321-2,NEXO-147-00321,2026-03-20 04:33,Análisis preliminar,operador.demo1,Evento sintético de seguimiento 2
EVT-00321-3,NEXO-147-00321,2026-03-20 00:33,Actualización de estado,operador.demo1,Evento sintético de seguimiento 3
EVT-00322-1,NEXO-147-00322,2026-02-03 19:43,Registro inicial,director.demo,Evento sintético de seguimiento 1
EVT-00322-2,NEXO-147-00322,2026-02-04 03:43,Cruce OSINT,director.demo,Evento sintético de seguimiento 2
EVT-00322-3,NEXO-147-00322,2026-02-04 09:43,Registro inicial,operador.demo1,Evento sintético de seguimiento 3
EVT-00323-1,NEXO-147-00323,2026-04-18 23:45,Análisis preliminar,analista.demo1,Evento sintético de seguimiento 1
EVT-00324-1,NEXO-147-00324,2026-04-24 06:48,Registro inicial,analista.demo1,Evento sintético de seguimiento 1
EVT-00325-1,NEXO-147-00325,2025-12-13 19:31,Registro inicial,analista.demo2,Evento sintético de seguimiento 1
EVT-00326-1,NEXO-147-00326,2026-04-15 04:30,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 1
EVT-00326-2,NEXO-147-00326,2026-04-15 05:30,Análisis preliminar,director.demo,Evento sintético de seguimiento 2
EVT-00326-3,NEXO-147-00326,2026-04-15 18:30,Asignación a unidad,analista.demo2,Evento sintético de seguimiento 3
EVT-00327-1,NEXO-147-00327,2025-11-02 23:29,Análisis preliminar,operador.demo2,Evento sintético de seguimiento 1
EVT-00327-2,NEXO-147-00327,2025-11-03 07:29,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 2
EVT-00327-3,NEXO-147-00327,2025-11-03 11:29,Cruce OSINT,analista.demo2,Evento sintético de seguimiento 3
EVT-00328-1,NEXO-147-00328,2025-08-26 15:18,Análisis preliminar,operador.demo1,Evento sintético de seguimiento 1
EVT-00328-2,NEXO-147-00328,2025-08-26 17:18,Registro inicial,operador.demo2,Evento sintético de seguimiento 2
EVT-00329-1,NEXO-147-00329,2025-03-30 16:12,Llamada de verificación,director.demo,Evento sintético de seguimiento 1
EVT-00329-2,NEXO-147-00329,2025-03-31 03:12,Cruce OSINT,director.demo,Evento sintético de seguimiento 2
EVT-00329-3,NEXO-147-00329,2025-03-31 12:12,Cruce OSINT,operador.demo1,Evento sintético de seguimiento 3
EVT-00330-1,NEXO-147-00330,2026-03-09 20:49,Actualización de estado,analista.demo2,Evento sintético de seguimiento 1
EVT-00331-1,NEXO-147-00331,2026-05-16 23:08,Actualización de estado,director.demo,Evento sintético de seguimiento 1
EVT-00331-2,NEXO-147-00331,2026-05-17 10:08,Llamada de verificación,operador.demo1,Evento sintético de seguimiento 2
EVT-00331-3,NEXO-147-00331,2026-05-17 07:08,Cruce OSINT,analista.demo2,Evento sintético de seguimiento 3
EVT-00332-1,NEXO-147-00332,2026-05-16 13:52,Registro inicial,operador.demo2,Evento sintético de seguimiento 1
EVT-00333-1,NEXO-147-00333,2026-03-20 17:31,Llamada de verificación,operador.demo2,Evento sintético de seguimiento 1
EVT-00333-2,NEXO-147-00333,2026-03-20 21:31,Actualización de estado,operador.demo1,Evento sintético de seguimiento 2
EVT-00333-3,NEXO-147-00333,2026-03-21 03:31,Registro inicial,analista.demo2,Evento sintético de seguimiento 3
EVT-00334-1,NEXO-147-00334,2026-03-23 20:33,Análisis preliminar,director.demo,Evento sintético de seguimiento 1
EVT-00334-2,NEXO-147-00334,2026-03-24 03:33,Asignación a unidad,operador.demo1,Evento sintético de seguimiento 2
EVT-00334-3,NEXO-147-00334,2026-03-24 08:33,Actualización de estado,director.demo,Evento sintético de seguimiento 3
EVT-00335-1,NEXO-147-00335,2025-06-25 09:59,Registro inicial,analista.demo2,Evento sintético de seguimiento 1
EVT-00335-2,NEXO-147-00335,2025-06-25 18:59,Actualización de estado,analista.demo1,Evento sintético de seguimiento 2
EVT-00335-3,NEXO-147-00335,2025-06-25 15:59,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 3
EVT-00336-1,NEXO-147-00336,2025-12-25 16:18,Asignación a unidad,director.demo,Evento sintético de seguimiento 1
EVT-00337-1,NEXO-147-00337,2025-02-06 12:26,Actualización de estado,operador.demo1,Evento sintético de seguimiento 1
EVT-00337-2,NEXO-147-00337,2025-02-07 00:26,Actualización de estado,analista.demo1,Evento sintético de seguimiento 2
EVT-00338-1,NEXO-147-00338,2025-04-20 01:07,Actualización de estado,analista.demo2,Evento sintético de seguimiento 1
EVT-00338-2,NEXO-147-00338,2025-04-20 11:07,Asignación a unidad,analista.demo1,Evento sintético de seguimiento 2
EVT-00339-1,NEXO-147-00339,2025-08-13 12:13,Actualización de estado,analista.demo1,Evento sintético de seguimiento 1
EVT-00339-2,NEXO-147-00339,2025-08-13 20:13,Actualización de estado,analista.demo1,Evento sintético de seguimiento 2
EVT-00339-3,NEXO-147-00339,2025-08-14 04:13,Cruce OSINT,analista.demo1,Evento sintético de seguimiento 3
EVT-00340-1,NEXO-147-00340,2026-04-02 18:20,Análisis preliminar,director.demo,Evento sintético de seguimiento 1
EVT-00341-1,NEXO-147-00341,2026-04-03 10:27,Llamada de verificación,analista.demo2,Evento sintético de seguimiento 1
EVT-00342-1,NEXO-147-00342,2026-05-23 22:09,Registro inicial,analista.demo1,Evento sintético de seguimiento 1
EVT-00342-2,NEXO-147-00342,2026-05-24 08:09,Llamada de verificación,director.demo,Evento sintético de seguimiento 2
EVT-00343-1,NEXO-147-00343,2026-03-20 18:17,Actualización de estado,director.demo,Evento sintético de seguimiento 1
EVT-00344-1,NEXO-147-00344,2025-08-03 06:33,Cruce OSINT,analista.demo2,Evento sintético de seguimiento 1
EVT-00344-2,NEXO-147-00344,2025-08-03 17:33,Llamada de verificación,operador.demo2,Evento sintético de seguimiento 2
EVT-00344-3,NEXO-147-00344,2025-08-03 14:33,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 3
EVT-00345-1,NEXO-147-00345,2026-04-22 15:24,Registro inicial,director.demo,Evento sintético de seguimiento 1
EVT-00346-1,NEXO-147-00346,2025-07-28 18:15,Análisis preliminar,analista.demo1,Evento sintético de seguimiento 1
EVT-00346-2,NEXO-147-00346,2025-07-28 21:15,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 2
EVT-00347-1,NEXO-147-00347,2026-05-14 18:57,Análisis preliminar,director.demo,Evento sintético de seguimiento 1
EVT-00348-1,NEXO-147-00348,2025-09-21 16:35,Actualización de estado,director.demo,Evento sintético de seguimiento 1
EVT-00348-2,NEXO-147-00348,2025-09-22 04:35,Actualización de estado,operador.demo1,Evento sintético de seguimiento 2
EVT-00349-1,NEXO-147-00349,2025-11-28 19:49,Actualización de estado,director.demo,Evento sintético de seguimiento 1
EVT-00349-2,NEXO-147-00349,2025-11-28 23:49,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 2
EVT-00349-3,NEXO-147-00349,2025-11-29 17:49,Asignación a unidad,operador.demo2,Evento sintético de seguimiento 3
EVT-00350-1,NEXO-147-00350,2026-03-01 00:42,Llamada de verificación,operador.demo1,Evento sintético de seguimiento 1
EVT-00351-1,NEXO-147-00351,2026-04-27 08:30,Registro inicial,analista.demo1,Evento sintético de seguimiento 1
EVT-00352-1,NEXO-147-00352,2026-01-10 16:15,Asignación a unidad,analista.demo1,Evento sintético de seguimiento 1
EVT-00352-2,NEXO-147-00352,2026-01-10 20:15,Actualización de estado,operador.demo1,Evento sintético de seguimiento 2
EVT-00353-1,NEXO-147-00353,2025-12-19 21:25,Actualización de estado,director.demo,Evento sintético de seguimiento 1
EVT-00353-2,NEXO-147-00353,2025-12-20 00:25,Asignación a unidad,operador.demo1,Evento sintético de seguimiento 2
EVT-00353-3,NEXO-147-00353,2025-12-20 21:25,Llamada de verificación,analista.demo2,Evento sintético de seguimiento 3
EVT-00354-1,NEXO-147-00354,2026-04-09 21:16,Registro inicial,operador.demo1,Evento sintético de seguimiento 1
EVT-00355-1,NEXO-147-00355,2026-04-17 15:41,Cruce OSINT,operador.demo1,Evento sintético de seguimiento 1
EVT-00355-2,NEXO-147-00355,2026-04-17 19:41,Actualización de estado,analista.demo1,Evento sintético de seguimiento 2
EVT-00356-1,NEXO-147-00356,2026-03-17 20:19,Registro inicial,operador.demo2,Evento sintético de seguimiento 1
EVT-00356-2,NEXO-147-00356,2026-03-17 22:19,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 2
EVT-00356-3,NEXO-147-00356,2026-03-18 02:19,Cruce OSINT,analista.demo2,Evento sintético de seguimiento 3
EVT-00357-1,NEXO-147-00357,2026-04-17 18:30,Cruce OSINT,director.demo,Evento sintético de seguimiento 1
EVT-00357-2,NEXO-147-00357,2026-04-17 21:30,Llamada de verificación,director.demo,Evento sintético de seguimiento 2
